Record_ID,Analysis_Date,Drug_Name,Brand_Name,Therapeutic_Class,NDC_Code,Insurance_Plan_Name,Plan_ID,Contract_Year,Current_Formulary_Tier,Previous_Formulary_Tier,Formulary_Change_Date,Days_Since_Formulary_Change,Tier_Change_Direction,Access_Barriers,Prior_Authorization_Required,Step_Therapy_Required,Quantity_Limit_Monthly,Current_Monthly_Prescriptions,Previous_Monthly_Prescriptions,Utilization_Change_Percent,Utilization_Trend,Current_Patient_Copay,Previous_Patient_Copay,Copay_Change_Amount,Plan_Cost_Per_Prescription,Total_Cost_Per_Prescription,Cost_Per_Member_Per_Month,Prior_Auth_Approval_Rate,Average_Prior_Auth_Days,Prescription_Abandonment_Rate,Switch_to_Alternative_Rate,Generic_Substitution_Rate,Adherence_Rate_Post_Change,Member_Appeals_This_Month,Appeals_Approved,Exception_Requests,Exceptions_Granted,Member_Satisfaction_Score,Market_Share_Percent,Competing_Drugs_Same_Class,Price_Relative_to_Competitors,Geographic_Region,State_Code,Urban_Rural_Classification,Primary_Age_Group,Month_Year,Quarter,Fiscal_Year,Formulary_Risk_Score,Access_Disruption_Probability,Cost_Trend_Projection
FIA001241,2022-11-23,Amoxicillin,Amoxil,Antibiotics,57497-262-67,Commercial Plan Alpha,PLAN_6956,2022,Tier 2,Non-Formulary,2022-06-27,149,Improved,Quantity Limit,No,No,90.0,453,365,24.2,Increased,28.98,718.48,-689.5,55.68,84.66,38.35,0.0,0,0.051,0.237,0.337,0.925,14,4,1,3,2.5,28.1,4,Higher,West,PA,Suburban,66-75,2022-11,Q4_2022,2022,6.7,0.773,Decreasing
FIA002255,2022-11-29,Amoxicillin,Amoxil,Antibiotics,23567-144-80,Medicare Part D Plan A,PLAN_9883,2022,Tier 3,Non-Formulary,2022-07-02,150,Improved,Step Therapy; Quantity Limit,No,Yes,60.0,480,463,3.7,Stable,64.01,577.98,-513.97,93.03,157.04,75.38,0.0,0,0.063,0.374,0.472,0.841,7,5,12,3,4.1,31.0,2,Higher,Northeast,PA,Rural,51-65,2022-11,Q4_2022,2022,2.2,0.643,Decreasing
FIA001332,2022-12-04,Amoxicillin,Amoxil,Antibiotics,86261-127-14,Commercial Plan Beta,PLAN_5449,2022,Tier 2,Tier 1,2022-01-14,324,Worsened,None,No,No,,590,583,1.2,Stable,30.65,18.87,11.78,146.37,177.02,104.44,0.0,0,0.07,0.272,0.734,0.515,5,9,5,12,2.4,31.8,7,Similar,Midwest,IL,Rural,66-75,2022-12,Q4_2022,2022,8.4,0.888,Stable
FIA000767,2022-12-08,Amoxicillin,Amoxil,Antibiotics,17760-534-83,Commercial Plan Beta,PLAN_2373,2022,Specialty Tier,Tier 3,2022-09-18,81,Worsened,Step Therapy,No,Yes,,595,626,-4.8,Stable,134.76,71.22,63.54,130.16,264.92,157.63,0.0,0,0.09,0.261,0.502,0.411,7,9,19,10,4.8,18.1,5,Lower,Midwest,IL,Urban,51-65,2022-12,Q4_2022,2022,7.5,0.822,Decreasing
FIA000876,2022-12-08,Amoxicillin,Amoxil,Antibiotics,25234-522-32,VA Plan,PLAN_7476,2022,Specialty Tier,Non-Formulary,2022-03-08,275,Improved,Step Therapy; Quantity Limit,No,Yes,,471,464,1.5,Stable,285.81,231.28,54.53,109.55,395.36,186.21,0.0,0,0.288,0.126,0.333,0.68,2,8,0,5,3.9,15.3,6,Higher,West,GA,Suburban,36-50,2022-12,Q4_2022,2022,7.5,0.97,Decreasing
FIA000078,2022-12-11,Amoxicillin,Amoxil,Antibiotics,65725-204-93,Commercial Plan Beta,PLAN_5877,2022,Specialty Tier,Non-Formulary,2022-03-03,283,Improved,Step Therapy,No,Yes,,205,216,-4.6,Stable,209.95,267.93,-57.98,67.15,277.1,56.81,0.0,0,0.16,0.356,0.223,0.545,2,7,3,7,2.6,27.1,7,Similar,West,OH,Urban,75+,2022-12,Q4_2022,2022,2.3,0.207,Increasing
FIA000908,2022-12-27,Amoxicillin,Amoxil,Antibiotics,20026-314-79,Medicare Part D Plan A,PLAN_9053,2022,Specialty Tier,Tier 1,2022-02-26,304,Worsened,Prior Authorization,Yes,No,,254,391,-34.9,Decreased,182.77,14.73,168.04,52.11,234.88,59.66,0.131,9,0.252,0.347,0.59,0.669,1,6,13,2,3.0,31.5,4,Higher,West,IL,Rural,66-75,2022-12,Q4_2022,2022,4.4,0.354,Stable
FIA002387,2023-01-16,Amoxicillin,Amoxil,Antibiotics,11738-233-25,Medicare Part D Plan A,PLAN_9954,2023,Non-Formulary,Tier 1,2022-04-22,269,Worsened,Non-Formulary Status,No,No,,75,101,-25.0,Decreased,507.91,7.82,500.09,89.6,597.51,44.81,0.0,0,0.217,0.376,0.609,0.431,13,0,16,8,2.6,24.0,8,Higher,Northeast,NY,Suburban,36-50,2023-01,Q1_2023,2022,8.0,0.781,Stable
FIA001379,2023-01-25,Amoxicillin,Amoxil,Antibiotics,20227-865-33,Commercial Plan Alpha,PLAN_6954,2023,Tier 1,Tier 1,2022-02-18,341,No Change,None,No,No,,524,521,0.7,Stable,5.97,15.14,-9.17,92.08,98.05,51.38,0.0,0,0.073,0.107,0.802,0.621,14,4,14,14,2.2,18.1,7,Higher,Southwest,PA,Suburban,36-50,2023-01,Q1_2023,2022,5.6,0.627,Increasing
FIA002967,2023-02-01,Amoxicillin,Amoxil,Antibiotics,99622-906-55,Commercial Plan Beta,PLAN_7492,2023,Non-Formulary,Tier 1,2022-07-16,200,Worsened,Non-Formulary Status,No,No,,554,821,-32.5,Decreased,227.43,16.66,210.77,89.25,316.68,175.44,0.0,0,0.128,0.226,0.888,0.467,1,3,20,11,4.4,30.5,3,Similar,Midwest,OH,Urban,75+,2023-02,Q1_2023,2022,6.0,0.949,Decreasing
FIA000825,2023-02-06,Amoxicillin,Amoxil,Antibiotics,94136-659-82,Commercial Plan Alpha,PLAN_6458,2023,Tier 2,Tier 1,2022-08-25,165,Worsened,None,No,No,,919,987,-6.8,Decreased,38.8,7.5,31.3,113.17,151.97,139.66,0.0,0,0.018,0.334,0.806,0.617,10,7,8,8,3.1,16.2,3,Lower,Midwest,IL,Suburban,51-65,2023-02,Q1_2023,2022,9.3,0.109,Increasing
FIA001590,2023-02-06,Amoxicillin,Amoxil,Antibiotics,50617-506-93,Medicaid Plan X,PLAN_5079,2023,Tier 3,Specialty Tier,2022-10-05,124,Improved,None,No,No,,642,593,8.3,Increased,60.78,232.64,-171.86,162.02,222.8,143.04,0.0,0,0.031,0.387,0.325,0.435,1,9,10,9,4.9,16.6,5,Lower,Southwest,GA,Rural,36-50,2023-02,Q1_2023,2022,1.5,0.903,Decreasing
FIA002990,2023-02-14,Amoxicillin,Amoxil,Antibiotics,91030-201-11,Medicaid Plan Y,PLAN_7811,2023,Tier 2,Tier 3,2022-09-08,159,Improved,None,No,No,,1087,853,27.5,Increased,47.25,57.07,-9.82,91.35,138.6,150.66,0.0,0,0.052,0.311,0.836,0.694,12,1,10,11,3.1,10.8,2,Higher,Southeast,IL,Rural,75+,2023-02,Q1_2023,2022,2.5,0.877,Stable
FIA001137,2023-02-15,Amoxicillin,Amoxil,Antibiotics,24353-822-96,Tricare Standard,PLAN_6140,2023,Tier 3,Tier 1,2022-07-25,205,Worsened,Prior Authorization; Quantity Limit,Yes,No,90.0,270,511,-47.1,Decreased,73.51,18.63,54.88,79.87,153.38,41.41,0.359,10,0.062,0.274,0.823,0.417,5,1,16,14,4.0,29.1,7,Higher,Southwest,MI,Rural,18-35,2023-02,Q1_2023,2022,4.5,0.506,Increasing
FIA001975,2023-02-23,Amoxicillin,Amoxil,Antibiotics,87887-300-19,Medicare Part D Plan B,PLAN_7379,2023,Tier 3,Non-Formulary,2022-10-07,139,Improved,Prior Authorization; Step Therapy; Quantity Limit,Yes,Yes,60.0,526,480,9.8,Increased,60.14,604.05,-543.91,69.42,129.56,68.15,0.346,4,0.034,0.09,0.802,0.631,11,6,19,12,3.3,15.6,5,Lower,Midwest,GA,Urban,66-75,2023-02,Q1_2023,2022,1.8,0.622,Increasing
FIA002250,2023-03-07,Amoxicillin,Amoxil,Antibiotics,21126-469-71,Medicare Part D Plan B,PLAN_4250,2023,Non-Formulary,Tier 2,2022-12-11,86,Worsened,Non-Formulary Status,No,No,,168,232,-27.2,Decreased,581.06,29.3,551.76,115.17,696.23,116.97,0.0,0,0.293,0.185,0.672,0.766,10,3,14,4,5.0,6.8,3,Higher,Southwest,NC,Urban,51-65,2023-03,Q1_2023,2022,5.7,0.492,Decreasing
FIA002296,2023-03-14,Amoxicillin,Amoxil,Antibiotics,27119-369-83,Medicare Part D Plan A,PLAN_8314,2023,Tier 3,Tier 1,2022-05-15,303,Worsened,None,No,No,,50,110,-62.1,Decreased,58.75,15.41,43.34,46.17,104.92,5.25,0.0,0,0.025,0.148,0.557,0.692,8,1,17,6,3.9,11.5,5,Similar,Southeast,CA,Suburban,18-35,2023-03,Q1_2023,2022,8.2,0.588,Increasing
FIA002881,2023-04-04,Amoxicillin,Amoxil,Antibiotics,93014-272-43,Commercial Plan Alpha,PLAN_3996,2023,Specialty Tier,Tier 2,2022-12-26,99,Worsened,None,No,No,,162,291,-44.2,Decreased,139.16,37.59,101.57,127.27,266.43,43.16,0.0,0,0.097,0.203,0.332,0.562,13,2,19,1,3.4,29.0,3,Lower,Southwest,GA,Suburban,75+,2023-04,Q2_2023,2022,5.6,0.53,Increasing
FIA000139,2023-04-11,Amoxicillin,Amoxil,Antibiotics,47586-580-78,Medicare Part D Plan A,PLAN_9059,2023,Tier 1,Specialty Tier,2022-10-06,187,Improved,None,No,No,,473,410,15.5,Increased,10.49,151.96,-141.47,53.17,63.66,30.11,0.0,0,0.063,0.381,0.534,0.405,13,4,19,7,4.4,21.4,3,Similar,West,OH,Suburban,36-50,2023-04,Q2_2023,2022,2.5,0.737,Stable
FIA001882,2023-05-07,Amoxicillin,Amoxil,Antibiotics,76273-703-66,Medicaid Plan Y,PLAN_8554,2023,Tier 2,Non-Formulary,2022-08-18,262,Improved,None,No,No,,577,495,16.8,Increased,26.2,227.07,-200.87,188.26,214.46,123.74,0.0,0,0.021,0.13,0.72,0.654,13,10,9,3,2.1,22.7,4,Similar,Southeast,CA,Suburban,36-50,2023-05,Q2_2023,2022,9.7,0.338,Stable
FIA002588,2023-05-10,Amoxicillin,Amoxil,Antibiotics,45220-220-76,Medicaid Plan Y,PLAN_1296,2023,Tier 3,Tier 1,2023-02-27,72,Worsened,Step Therapy,No,Yes,,450,791,-43.1,Decreased,73.14,14.1,59.04,196.86,270.0,121.5,0.0,0,0.019,0.233,0.279,0.793,8,8,15,15,2.6,22.9,7,Higher,Southwest,IL,Urban,66-75,2023-05,Q2_2023,2022,6.2,0.939,Decreasing
FIA002257,2023-05-17,Amoxicillin,Amoxil,Antibiotics,60815-576-54,Medicare Part D Plan B,PLAN_7613,2023,Tier 3,Tier 3,2023-02-20,86,No Change,Step Therapy,No,Yes,,984,945,4.2,Stable,81.74,99.7,-17.96,81.74,163.48,160.86,0.0,0,0.012,0.135,0.295,0.565,6,3,10,0,4.9,32.9,4,Lower,Northeast,FL,Suburban,51-65,2023-05,Q2_2023,2022,9.2,0.924,Decreasing
FIA002808,2023-05-31,Amoxicillin,Amoxil,Antibiotics,76926-127-47,Medicare Part D Plan B,PLAN_9233,2023,Tier 2,Tier 1,2023-02-27,93,Worsened,None,No,No,,951,868,9.6,Increased,44.2,16.03,28.17,179.29,223.49,212.54,0.0,0,0.049,0.256,0.719,0.837,0,2,18,1,2.3,27.6,2,Higher,Northeast,PA,Urban,66-75,2023-05,Q2_2023,2022,6.8,0.964,Decreasing
FIA002068,2023-06-05,Amoxicillin,Amoxil,Antibiotics,87961-678-69,Medicare Part D Plan A,PLAN_6435,2023,Specialty Tier,Tier 1,2023-03-09,88,Worsened,None,No,No,,329,564,-41.5,Decreased,148.75,5.13,143.62,155.35,304.1,100.05,0.0,0,0.274,0.209,0.827,0.771,6,1,0,1,4.2,19.6,2,Lower,Southwest,FL,Urban,51-65,2023-06,Q2_2023,2022,4.3,0.52,Increasing
FIA002212,2023-07-01,Amoxicillin,Amoxil,Antibiotics,86089-800-45,Medicaid Plan X,PLAN_1493,2023,Tier 3,Tier 3,2022-12-16,197,No Change,Prior Authorization,Yes,No,,563,586,-3.8,Stable,87.75,93.79,-6.04,112.94,200.69,112.99,0.372,1,0.024,0.054,0.203,0.946,13,8,18,15,3.4,6.5,7,Similar,Midwest,MI,Suburban,51-65,2023-07,Q3_2023,2022,3.7,0.974,Increasing
FIA002551,2023-07-03,Amoxicillin,Amoxil,Antibiotics,92479-987-73,Tricare Standard,PLAN_2014,2023,Tier 2,Tier 2,2023-04-06,88,No Change,None,No,No,,957,910,5.2,Increased,23.57,44.45,-20.88,146.55,170.12,162.8,0.0,0,0.02,0.235,0.338,0.6,8,0,13,7,3.0,16.3,6,Higher,Midwest,TX,Rural,51-65,2023-07,Q3_2023,2022,9.9,0.69,Decreasing
FIA002432,2023-07-04,Amoxicillin,Amoxil,Antibiotics,80735-431-68,Medicaid Plan Y,PLAN_2184,2023,Tier 3,Tier 3,2023-05-28,37,No Change,Step Therapy,No,Yes,,572,541,5.9,Increased,95.69,81.32,14.37,156.57,252.26,144.29,0.0,0,0.034,0.096,0.822,0.804,11,3,15,13,3.9,31.4,4,Higher,Southeast,NC,Urban,51-65,2023-07,Q3_2023,2022,8.7,0.84,Decreasing
FIA002216,2023-07-09,Amoxicillin,Amoxil,Antibiotics,67920-181-44,VA Plan,PLAN_8713,2023,Tier 3,Specialty Tier,2022-10-05,277,Improved,Prior Authorization; Step Therapy,Yes,Yes,,555,591,-6.1,Decreased,57.18,202.2,-145.02,79.51,136.69,75.86,0.396,4,0.03,0.122,0.612,0.798,4,1,7,14,2.1,20.7,8,Lower,Southwest,PA,Urban,36-50,2023-07,Q3_2023,2022,9.8,0.437,Stable
FIA000708,2023-07-10,Amoxicillin,Amoxil,Antibiotics,57342-382-58,Medicare Part D Plan B,PLAN_7124,2023,Tier 3,Tier 3,2022-09-02,311,No Change,None,No,No,,699,646,8.2,Increased,69.97,57.03,12.94,41.24,111.21,77.74,0.0,0,0.077,0.29,0.405,0.856,4,5,2,3,2.8,28.5,5,Higher,West,GA,Rural,51-65,2023-07,Q3_2023,2022,2.9,0.134,Decreasing
FIA002619,2023-07-13,Amoxicillin,Amoxil,Antibiotics,90580-218-67,VA Plan,PLAN_4495,2023,Specialty Tier,Specialty Tier,2023-03-18,117,No Change,Prior Authorization,Yes,No,,808,812,-0.5,Stable,233.57,181.86,51.71,110.47,344.04,277.98,0.309,10,0.133,0.053,0.623,0.551,4,1,16,8,5.0,16.1,8,Higher,Northeast,OH,Suburban,51-65,2023-07,Q3_2023,2022,6.4,0.807,Decreasing
FIA001636,2023-07-15,Amoxicillin,Amoxil,Antibiotics,27131-701-84,Medicare Part D Plan A,PLAN_3744,2023,Tier 2,Tier 2,2022-07-25,355,No Change,None,No,No,,621,678,-8.4,Decreased,30.37,27.78,2.59,162.35,192.72,119.68,0.0,0,0.044,0.16,0.216,0.837,5,2,15,4,4.5,30.1,6,Higher,West,NC,Urban,51-65,2023-07,Q3_2023,2022,8.1,0.691,Decreasing
FIA000864,2023-07-17,Amoxicillin,Amoxil,Antibiotics,56358-881-59,Medicaid Plan X,PLAN_6156,2023,Tier 1,Specialty Tier,2022-10-28,262,Improved,None,No,No,,834,615,35.6,Increased,6.5,232.12,-225.62,47.78,54.28,45.27,0.0,0,0.012,0.216,0.862,0.484,10,10,15,8,4.4,18.6,4,Lower,Southeast,NY,Suburban,51-65,2023-07,Q3_2023,2022,3.3,0.627,Decreasing
FIA002768,2023-07-21,Amoxicillin,Amoxil,Antibiotics,99446-837-17,Medicaid Plan X,PLAN_1317,2023,Tier 2,Non-Formulary,2023-03-22,121,Improved,None,No,No,,243,189,28.9,Increased,27.77,520.93,-493.16,199.88,227.65,55.32,0.0,0,0.047,0.079,0.776,0.407,15,9,8,0,4.0,5.4,5,Similar,West,IL,Urban,51-65,2023-07,Q3_2023,2022,7.9,0.569,Stable
FIA000329,2023-08-16,Amoxicillin,Amoxil,Antibiotics,59725-428-66,Commercial Plan Alpha,PLAN_9334,2023,Specialty Tier,Tier 2,2023-04-15,123,Worsened,Step Therapy,No,Yes,,311,939,-66.8,Decreased,244.74,37.69,207.05,140.4,385.14,119.78,0.0,0,0.142,0.303,0.396,0.825,7,4,15,10,2.1,20.5,6,Higher,West,OH,Suburban,51-65,2023-08,Q3_2023,2022,4.5,0.757,Increasing
FIA000360,2023-08-23,Amoxicillin,Amoxil,Antibiotics,24651-839-31,Medicaid Plan Y,PLAN_7764,2023,Specialty Tier,Tier 1,2023-01-19,216,Worsened,None,No,No,,353,744,-52.5,Decreased,179.89,18.91,160.98,170.29,350.18,123.61,0.0,0,0.116,0.28,0.299,0.534,15,3,8,3,3.0,25.8,5,Higher,Southwest,NY,Suburban,51-65,2023-08,Q3_2023,2022,3.7,0.445,Stable
FIA000861,2023-08-25,Amoxicillin,Amoxil,Antibiotics,46942-410-48,Commercial Plan Alpha,PLAN_1242,2023,Tier 3,Specialty Tier,2022-09-04,355,Improved,None,No,No,,519,490,6.0,Increased,80.71,216.74,-136.03,123.78,204.49,106.13,0.0,0,0.033,0.101,0.759,0.543,4,4,17,12,2.6,7.1,8,Similar,Southeast,GA,Urban,51-65,2023-08,Q3_2023,2022,4.3,0.226,Increasing
FIA002039,2023-08-30,Amoxicillin,Amoxil,Antibiotics,47559-843-96,VA Plan,PLAN_3201,2023,Tier 2,Tier 2,2022-09-07,357,No Change,None,No,No,,468,489,-4.2,Stable,32.34,33.26,-0.92,78.73,111.07,51.98,0.0,0,0.034,0.186,0.426,0.526,11,5,11,10,5.0,22.7,7,Higher,West,MI,Urban,36-50,2023-08,Q3_2023,2022,9.4,0.472,Decreasing
FIA001835,2023-09-05,Amoxicillin,Amoxil,Antibiotics,83080-448-21,Medicare Part D Plan B,PLAN_9900,2023,Tier 1,Tier 1,2023-02-15,202,No Change,Quantity Limit,No,No,,748,816,-8.3,Decreased,19.22,9.33,9.89,163.48,182.7,136.66,0.0,0,0.038,0.078,0.675,0.823,15,8,15,6,2.8,34.6,6,Similar,Northeast,PA,Rural,66-75,2023-09,Q3_2023,2022,8.8,0.453,Stable
FIA002765,2023-09-05,Amoxicillin,Amoxil,Antibiotics,11623-619-96,Medicaid Plan Y,PLAN_9550,2023,Tier 1,Tier 2,2023-06-11,86,Improved,Quantity Limit,No,No,,502,482,4.3,Stable,15.12,47.55,-32.43,189.2,204.32,102.57,0.0,0,0.027,0.142,0.298,0.844,4,6,18,13,3.2,9.1,4,Higher,Midwest,GA,Suburban,66-75,2023-09,Q3_2023,2022,6.6,0.327,Stable
FIA002929,2023-09-08,Amoxicillin,Amoxil,Antibiotics,41597-904-46,Commercial Plan Alpha,PLAN_7850,2023,Non-Formulary,Non-Formulary,2022-12-01,281,No Change,Non-Formulary Status,No,No,,585,627,-6.7,Decreased,797.51,371.87,425.64,56.0,853.51,499.3,0.0,0,0.16,0.375,0.304,0.518,2,10,9,0,3.5,30.4,7,Similar,Southwest,NY,Rural,18-35,2023-09,Q3_2023,2022,9.7,0.85,Increasing
FIA000885,2023-09-18,Amoxicillin,Amoxil,Antibiotics,79547-684-69,Medicare Part D Plan A,PLAN_2786,2023,Tier 3,Specialty Tier,2023-01-21,240,Improved,None,No,No,,343,356,-3.5,Stable,98.58,188.43,-89.85,174.31,272.89,93.6,0.0,0,0.079,0.357,0.662,0.93,5,1,6,6,3.1,20.7,8,Similar,Northeast,CA,Rural,36-50,2023-09,Q3_2023,2022,3.5,0.433,Decreasing
FIA002694,2023-09-27,Amoxicillin,Amoxil,Antibiotics,77599-726-72,Commercial Plan Beta,PLAN_7509,2023,Non-Formulary,Non-Formulary,2022-12-02,299,No Change,Non-Formulary Status,No,No,,797,756,5.5,Increased,329.01,482.79,-153.78,101.02,430.03,342.73,0.0,0,0.132,0.169,0.853,0.643,13,0,2,2,3.9,21.8,3,Higher,West,CA,Urban,66-75,2023-09,Q3_2023,2022,7.9,0.626,Increasing
FIA001490,2023-10-01,Amoxicillin,Amoxil,Antibiotics,60804-681-38,Commercial Plan Alpha,PLAN_9590,2023,Specialty Tier,Tier 3,2023-07-08,85,Worsened,None,No,No,,837,827,1.3,Stable,224.36,74.12,150.24,192.0,416.36,348.49,0.0,0,0.132,0.362,0.386,0.439,2,7,2,6,4.7,27.5,7,Similar,Northeast,MI,Suburban,18-35,2023-10,Q4_2023,2023,5.8,0.412,Stable
FIA002722,2023-10-05,Amoxicillin,Amoxil,Antibiotics,59950-542-70,Commercial Plan Beta,PLAN_2657,2023,Specialty Tier,Non-Formulary,2023-07-02,95,Improved,None,No,No,,792,753,5.3,Increased,110.13,292.19,-182.06,161.94,272.07,215.48,0.0,0,0.217,0.179,0.764,0.8,3,7,3,8,4.4,23.4,5,Higher,Midwest,TX,Rural,75+,2023-10,Q4_2023,2023,1.1,0.398,Stable
FIA001177,2023-10-08,Amoxicillin,Amoxil,Antibiotics,91161-479-14,Tricare Standard,PLAN_1393,2023,Tier 2,Non-Formulary,2023-09-07,31,Improved,None,No,No,,637,446,42.8,Increased,30.94,644.99,-614.05,66.88,97.82,62.31,0.0,0,0.041,0.172,0.758,0.869,13,9,13,14,2.5,28.4,6,Lower,Midwest,OH,Rural,36-50,2023-10,Q4_2023,2023,6.0,0.781,Increasing
FIA000266,2023-10-10,Amoxicillin,Amoxil,Antibiotics,29179-989-38,Medicaid Plan X,PLAN_1161,2023,Specialty Tier,Specialty Tier,2023-08-28,43,No Change,Prior Authorization,Yes,No,,347,376,-7.5,Decreased,292.8,149.5,143.3,162.27,455.07,157.91,0.144,2,0.277,0.182,0.878,0.608,3,1,5,9,3.8,29.2,2,Higher,Midwest,MI,Suburban,75+,2023-10,Q4_2023,2023,3.4,0.099,Increasing
FIA000731,2023-10-24,Amoxicillin,Amoxil,Antibiotics,14182-380-20,Tricare Standard,PLAN_3064,2023,Tier 1,Non-Formulary,2023-05-03,174,Improved,None,No,No,,379,244,55.5,Increased,15.13,344.23,-329.1,30.81,45.94,17.41,0.0,0,0.031,0.158,0.704,0.588,12,9,3,10,3.6,14.5,4,Higher,Northeast,OH,Urban,66-75,2023-10,Q4_2023,2023,6.1,0.379,Increasing
FIA002468,2023-10-24,Amoxicillin,Amoxil,Antibiotics,88656-540-71,Medicare Part D Plan A,PLAN_9710,2023,Specialty Tier,Non-Formulary,2022-12-20,308,Improved,Step Therapy,No,Yes,,467,483,-3.2,Stable,191.91,756.44,-564.53,41.39,233.3,108.95,0.0,0,0.199,0.118,0.892,0.699,4,5,0,6,4.0,6.0,8,Lower,Northeast,GA,Urban,51-65,2023-10,Q4_2023,2023,5.0,0.287,Increasing
FIA002262,2023-11-02,Amoxicillin,Amoxil,Antibiotics,19092-586-65,Commercial Plan Alpha,PLAN_7623,2023,Non-Formulary,Non-Formulary,2023-03-15,232,No Change,Non-Formulary Status,No,No,,777,810,-4.1,Stable,732.77,614.68,118.09,91.81,824.58,640.7,0.0,0,0.081,0.249,0.524,0.497,4,5,15,13,4.4,15.4,8,Similar,Northeast,PA,Suburban,51-65,2023-11,Q4_2023,2023,6.5,0.506,Increasing
FIA002632,2023-12-03,Amoxicillin,Amoxil,Antibiotics,54218-580-77,Medicaid Plan Y,PLAN_7089,2023,Non-Formulary,Tier 3,2023-03-20,258,Worsened,Non-Formulary Status,No,No,,599,644,-6.9,Decreased,737.33,57.71,679.62,53.96,791.29,473.98,0.0,0,0.171,0.068,0.414,0.617,1,4,19,14,4.4,26.1,2,Higher,Midwest,FL,Rural,18-35,2023-12,Q4_2023,2023,4.5,0.579,Increasing
FIA001757,2023-12-04,Amoxicillin,Amoxil,Antibiotics,95322-201-59,VA Plan,PLAN_3526,2023,Tier 1,Tier 1,2022-12-22,347,No Change,None,No,No,,363,367,-0.9,Stable,9.41,14.25,-4.84,97.77,107.18,38.91,0.0,0,0.07,0.368,0.692,0.735,1,8,14,4,3.7,21.2,5,Lower,Southwest,GA,Suburban,66-75,2023-12,Q4_2023,2023,3.1,0.375,Increasing
FIA002931,2023-12-05,Amoxicillin,Amoxil,Antibiotics,49999-700-17,VA Plan,PLAN_5299,2023,Specialty Tier,Specialty Tier,2022-12-15,355,No Change,Prior Authorization; Step Therapy,Yes,Yes,,491,489,0.6,Stable,132.81,286.99,-154.18,106.76,239.57,117.63,0.227,7,0.225,0.12,0.864,0.86,2,1,9,0,2.3,6.5,8,Similar,West,IL,Urban,75+,2023-12,Q4_2023,2023,9.1,0.064,Decreasing
FIA000057,2023-12-08,Amoxicillin,Amoxil,Antibiotics,80592-377-81,Medicaid Plan X,PLAN_3249,2023,Tier 2,Tier 3,2023-10-18,51,Improved,None,No,No,,710,454,56.6,Increased,28.63,85.71,-57.08,66.38,95.01,67.46,0.0,0,0.062,0.088,0.719,0.532,1,10,16,7,3.9,6.6,5,Similar,Southwest,TX,Rural,36-50,2023-12,Q4_2023,2023,1.0,0.55,Increasing
FIA001506,2023-12-18,Amoxicillin,Amoxil,Antibiotics,10025-759-86,Commercial Plan Alpha,PLAN_7892,2023,Tier 3,Non-Formulary,2023-08-21,119,Improved,Prior Authorization,Yes,No,,560,595,-5.7,Decreased,66.54,295.43,-228.89,160.43,226.97,127.1,0.528,9,0.04,0.281,0.693,0.707,4,10,15,15,3.0,14.4,5,Higher,Southwest,FL,Urban,75+,2023-12,Q4_2023,2023,5.0,0.944,Stable
FIA000290,2024-01-11,Amoxicillin,Amoxil,Antibiotics,69168-992-63,Commercial Plan Beta,PLAN_5250,2024,Specialty Tier,Specialty Tier,2023-08-25,139,No Change,None,No,No,,908,876,3.7,Stable,110.82,273.6,-162.78,43.89,154.71,140.48,0.0,0,0.118,0.114,0.238,0.892,13,5,9,5,2.6,33.3,5,Similar,West,FL,Rural,66-75,2024-01,Q1_2024,2023,4.2,0.693,Stable
FIA001376,2024-01-18,Amoxicillin,Amoxil,Antibiotics,84761-453-17,Commercial Plan Alpha,PLAN_6658,2024,Non-Formulary,Tier 1,2023-02-10,342,Worsened,Non-Formulary Status,No,No,,67,133,-49.0,Decreased,212.98,8.63,204.35,111.98,324.96,21.77,0.0,0,0.135,0.333,0.534,0.524,6,0,0,15,2.0,17.6,2,Higher,Southwest,MI,Suburban,75+,2024-01,Q1_2024,2023,8.4,0.394,Stable
FIA001458,2024-01-18,Amoxicillin,Amoxil,Antibiotics,73023-331-38,Commercial Plan Beta,PLAN_9514,2024,Specialty Tier,Tier 2,2023-03-28,296,Worsened,Quantity Limit,No,No,30.0,459,729,-37.0,Decreased,279.0,38.47,240.53,34.17,313.17,143.75,0.0,0,0.258,0.206,0.879,0.576,6,4,17,1,4.6,25.8,6,Similar,Southwest,NC,Rural,75+,2024-01,Q1_2024,2023,7.3,0.235,Decreasing
FIA000628,2024-01-21,Amoxicillin,Amoxil,Antibiotics,25930-500-84,Medicare Part D Plan A,PLAN_7298,2024,Tier 3,Specialty Tier,2023-04-10,286,Improved,Step Therapy,No,Yes,,375,363,3.4,Stable,51.57,133.94,-82.37,61.66,113.23,42.46,0.0,0,0.038,0.261,0.734,0.703,14,4,12,15,2.1,29.0,7,Higher,Midwest,TX,Suburban,75+,2024-01,Q1_2024,2023,7.2,0.246,Stable
FIA001326,2024-01-21,Amoxicillin,Amoxil,Antibiotics,27295-211-93,Tricare Standard,PLAN_7230,2024,Tier 3,Non-Formulary,2023-04-17,279,Improved,Prior Authorization; Step Therapy; Quantity Limit,Yes,Yes,30.0,323,330,-2.1,Stable,72.63,666.64,-594.01,78.83,151.46,48.92,0.583,1,0.055,0.367,0.657,0.866,5,8,19,7,4.7,32.5,3,Higher,Northeast,CA,Rural,75+,2024-01,Q1_2024,2023,2.5,0.019,Increasing
